Match Number,Team Number,Starting Location,Initiation Line,Auto Balls [Low],Auto Balls [1],Auto Balls [2/3],Auto Balls [4],Auto Balls [5],Auto Balls [6],Auto Balls [Acquired],Auto End Location,Tele Balls [Low],Tele Balls [1],Tele Balls [2/3],Tele Balls [4],Tele Balls [5],Tele Balls [6],Wheel Spin,Wheel Color Match,Defender,Target,Endgame,Rung Level,Foul Points,Tech Foul Points,Alliance Color,Key creation successful!
31,3096,Inline with Goal,1,0,0,0,0,0,0,None,Alliance Trench,7,0,0,0,0,0,0,0,None,None,None,1,0,0,red,
32,4854,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Park,0,0,1,red,
32,835,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,None,None,1,0,0,blue,
33,3414,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,3,0,0,0,0,None,None,Hang,0,0,0,red,
33,8179,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Hang,1,0,0,blue,
32,5695,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
33,33,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,0,1,2,0,0,0,0,None,None,Hang,1,0,0,blue,
34,5577,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,Light,None,0,0,0,blue,
34,5197,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,blue,
35,4840,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,None,0,0,0,blue,
34,4768,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,0,0,0,red,
35,5498,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,None,1,0,0,red,
36,5756,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,red,
36,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,blue,
37,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,1,0,3,red,
32,247,Inline with Goal,1,0,0,1,0,0,0,None,Goal Side Middle,0,0,3,0,0,0,0,0,Heavy,None,Park,0,0,1,red,
33,5531,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,0,0,0,red,
34,573,Inline with Goal,1,0,0,5,0,0,0,None,Goal Side Middle,0,0,7,0,0,0,0,0,None,None,Hang,0,0,0,red,
35,3538,Inline with Goal,1,0,0,5,0,0,0,Alliance Trench,Alliance Trench,0,0,11,1,0,0,0,0,None,None,Hang,1,0,0,red,
36,2591,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,0,red,
37,5695,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,1,0,0,0,0,0,None,None,Park,1,0,3,red,
37,3096,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
32,4130,Inline with Alliance Trench,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,10,0,0,0,0,0,None,None,Hang,1,0,0,blue,
33,4758,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Middle,2,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
34,240,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,2,0,0,0,0,0,None,Light,Hang,0,0,0,blue,
35,5214,Right of Goal,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
36,8280,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,blue,
37,6742,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
38,5090,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,5,0,0,0,0,0,0,0,None,None,Park,1,0,1,red,
38,6013,Inline with Goal,1,0,0,0,0,0,0,None,Middle,2,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
38,94,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
38,7716,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
39,8179,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,2,0,1,0,0,0,0,0,None,None,None,0,0,1,blue,
35,1481,Inline with Goal,1,0,0,3,0,0,0,None,Auto Line,0,0,3,0,0,0,0,0,None,None,Hang,0,0,0,blue,
36,7191,Inline with Alliance Trench,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,red,
37,7692,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
38,247,Inline with Alliance Trench,0,0,0,3,0,0,0,None,Goal Side Middle,0,0,4,0,0,0,0,0,None,None,Park,0,0,0,blue,
39,3538,Right of Goal,1,0,0,3,0,0,0,None,Alliance Trench,0,0,0,0,0,0,0,0,None,None,Hang,0,0,1,blue,
39,573,Inline with Goal,1,0,0,0,0,0,0,None,Auto Line,0,0,3,0,0,0,0,0,None,None,Hang,0,0,1,blue,
40,7232,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Park,1,2,0,red,
40,5577,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
40,3414,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Middle,0,0,11,0,0,0,0,0,None,None,Park,1,0,0,blue,
40,2591,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,4,0,0,0,0,0,None,None,Hang,1,0,0,blue,
39,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Park,1,2,2,red,
40,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Park,1,2,0,red,
32,548,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,11,0,0,0,0,0,0,None,None,Hang,0,0,1,red,
33,7232,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,3,0,0,0,0,0,0,None,None,Park,0,0,0,red,
34,5532,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,red,
35,4130,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,0,9,0,0,0,0,0,None,Light,Hang,1,0,0,red,
36,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,2,0,0,0,0,0,0,None,None,Park,1,0,0,red,
37,4854,Inline with Alliance Trench,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,1,0,3,red,
38,6120,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,6,0,0,0,0,0,0,None,None,Park,1,0,1,red,
39,4130,Inline with Alliance Trench,1,0,0,3,2,0,0,None,Alliance Trench,0,0,8,0,0,0,0,0,None,Light,Hang,1,2,2,red,
40,5498,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,1,1,0,0,0,0,0,None,None,None,1,2,0,red,
41,5695,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,None,Park,1,0,0,red,
41,5197,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,0,red,
41,5214,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,5,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
41,7716,Left of Goal,0,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,1,0,0,blue,
41,4768,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,None,1,0,0,red,
41,94,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
42,5532,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,0,0,0,red,
42,5531,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,0,1,0,blue,
42,1481,Right of Goal,1,0,0,1,0,0,0,None,Auto Line,0,3,7,0,0,0,0,0,None,None,Hang,0,0,0,red,
42,7692,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Park,0,1,0,blue,
42,5090,Inline with Goal,1,0,0,0,0,0,0,None,Middle,11,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
42,6120,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,12,0,0,0,0,0,None,None,Park,0,1,0,blue,
43,8280,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,1,0,1,blue,
43,6742,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,2,0,0,0,0,0,0,0,Light,None,Hang,1,0,1,red,
43,4840,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Heavy,None,None,1,0,1,blue,
43,247,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,None,None,1,0,1,blue,
43,835,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,None,1,0,1,red,
43,240,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,0,1,0,0,0,0,None,None,Hang,1,0,1,red,
44,4854,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
44,5756,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,3,blue,
44,33,Inline with Goal,1,0,0,3,0,0,0,None,Alliance Trench,0,0,14,0,0,0,0,0,None,None,Park,1,0,1,red,
44,548,Inline with Goal,1,0,0,2,0,0,0,None,Goal Side Middle,0,9,0,0,0,0,0,0,None,Heavy,Hang,1,0,3,blue,
44,6013,Inline with Goal,1,0,0,3,0,0,0,None,Middle,1,0,0,0,0,0,0,0,None,None,Hang,1,0,1,red,
44,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,1,0,3,blue,
45,7191,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,1,0,0,red,
45,3414,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,0,2,0,0,0,0,None,Light,Hang,0,0,5,blue,
45,7716,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,None,0,0,5,blue,
45,4130,Inline with Alliance Trench,1,0,0,4,1,0,0,Alliance Trench,Alliance Trench,0,0,10,1,0,0,0,0,None,None,None,1,0,0,red,
46,3538,Inline with Goal,1,0,0,3,2,0,0,Alliance Trench,Alliance Trench,0,0,0,15,0,0,0,0,None,Light,Hang,1,0,3,red,
46,4840,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,3,red,
46,6742,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,0,0,1,blue,
47,247,Right of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,0,0,0,blue,
45,3096,Left of Goal,1,0,0,0,0,0,0,None,Middle,3,0,0,0,0,0,0,0,None,None,None,0,0,5,blue,
46,2591,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,None,0,0,1,blue,
47,5197,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
47,835,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,None,Heavy,None,0,0,0,blue,
46,6120,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,0,0,1,blue,
47,573,Inline with Goal,1,0,0,2,0,0,0,None,Goal Side Middle,0,0,1,2,0,0,0,0,None,None,Hang,0,0,0,blue,
46,5531,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,Heavy,Park,1,0,3,red,
47,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Heavy,None,Park,1,0,1,red,
48,7692,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,5,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
48,4768,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,4,0,0,0,0,0,None,None,Park,0,0,1,blue,
48,94,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Hang,0,0,1,blue,
49,4854,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,5,blue,
49,5498,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,Park,0,0,0,red,
49,4758,Inline with Goal,1,0,0,0,0,0,0,None,Alliance Trench,0,0,0,0,0,0,0,0,None,None,Park,1,0,5,blue,
50,3096,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,3,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
50,5695,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,1,2,red,
47,5214,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,7,0,0,0,0,0,0,0,None,None,None,1,0,1,red,
48,6013,Inline with Goal,1,0,0,3,0,0,0,None,Middle,3,0,0,0,0,0,0,0,None,None,Hang,0,0,0,red,
49,8179,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Park,0,0,0,red,
50,548,Inline with Goal,1,0,0,1,0,0,0,None,Goal Side Middle,0,4,2,0,0,0,0,0,None,None,Hang,0,1,2,red,
50,33,Inline with Goal,1,0,0,0,0,0,0,None,Auto Line,0,0,2,0,0,0,0,0,Heavy,None,Hang,0,0,0,blue,
48,7856,Left of Goal,1,0,0,0,0,0,0,None,Middle,2,0,0,0,0,0,0,0,None,None,Park,0,0,1,blue,
49,5532,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,1,0,5,blue,
51,5090,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,8,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
50,5577,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,1,0,0,0,0,0,None,None,Park,0,0,0,blue,
51,6013,Right of Goal,1,0,0,3,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
51,7232,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,2,0,0,0,0,0,Heavy,None,Park,1,0,0,red,
51,240,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Hang,1,0,0,red,
52,4854,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
52,5197,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,None,1,0,1,red,
52,2591,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
48,5756,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,None,0,0,0,red,
49,7191,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Light,Park,0,0,0,red,
50,8280,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Alliance Trench,0,0,0,0,0,0,0,0,Heavy,None,Park,0,1,2,red,
51,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,blue,
52,4130,Inline with Goal,1,0,0,3,0,0,0,None,Alliance Trench,0,0,13,0,0,0,0,0,None,Light,Hang,1,0,0,blue,
51,573,Left of Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,2,0,0,0,0,0,Heavy,None,Hang,1,0,0,red,
52,7692,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,2,0,0,0,0,0,0,0,None,None,Park,1,0,1,red,
52,3414,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Hang,1,0,1,red,
53,6742,Inline with Goal,1,3,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Heavy,None,Hang,0,0,1,red,
53,94,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Hang,0,0,1,red,
53,548,Inline with Goal,1,0,1,0,0,0,0,None,Goal Side Middle,0,11,0,0,0,0,0,0,None,None,Hang,1,0,0,blue,
53,835,Inline with Goal,1,0,1,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Light,None,1,0,0,blue,
54,7191,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
54,5756,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,1,1,red,
54,7232,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,1,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
57,1481,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,5,1,0,0,0,0,0,None,None,Hang,1,1,0,blue,
54,5090,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,8,0,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
54,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,0,1,1,red,
55,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,1,0,3,blue,
55,4768,Inline with Goal,1,0,0,3,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,1,red,
55,8280,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Light,None,None,1,0,1,red,
55,5532,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,3,blue,
55,5498,Inline with Goal,1,0,0,2,0,0,0,None,Goal Zone,0,0,1,0,0,0,0,0,None,Light,Park,1,0,3,blue,
56,5531,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,0,0,1,blue,
57,1481,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,2,0,0,0,0,0,0,None,None,Hang,1,1,0,blue,
56,5695,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,None,0,0,1,blue,
57,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,3,0,0,0,0,0,0,None,Light,None,1,1,0,blue,
58,7865,Inline with Opposing Trench,0,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Heavy,None,None,0,0,1,blue,
58,4130,Inline with Alliance Trench,1,0,0,3,0,0,0,Alliance Trench,Alliance Trench,0,0,9,2,0,0,0,0,None,Light,Park,0,0,1,blue,
59,3414,Right of Goal,1,0,0,2,0,0,0,None,Goal Side Middle,0,0,0,9,0,0,0,0,None,None,Hang,1,0,0,blue,
56,3096,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,None,1,0,1,red,
57,4840,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
58,6120,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Goal Side Middle,0,11,0,0,0,0,0,0,None,None,None,1,0,1,red,
59,5695,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,4,0,0,0,0,0,None,None,None,1,0,0,red,
60,1481,Inline with Alliance Trench,1,0,3,0,0,0,0,None,Goal Side Middle,0,0,7,0,0,0,0,0,None,Light,Park,0,0,0,blue,
60,5214,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,7,0,0,0,0,0,0,0,None,None,Park,0,1,1,red,
61,2591,Inline with Goal,0,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Light,Park,1,0,0,blue,
59,5532,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Heavy,None,Hang,1,0,0,blue,
60,5197,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,blue,
61,3096,Inline with Opposing Trench,0,0,0,0,0,0,0,None,Auto Line,12,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
61,6013,Inline with Goal,1,0,0,3,0,0,0,None,Middle,1,0,0,0,0,0,0,0,None,None,Park,1,0,0,red,
62,94,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,1,1,1,blue,
62,3538,Right of Goal,1,0,0,2,3,0,0,Alliance Trench,Alliance Trench,0,0,0,15,0,0,0,0,None,Heavy,Hang,1,1,1,blue,
63,5577,Inline with Goal,1,0,0,2,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,1,0,1,blue,
65,6013,Inline with Goal,1,0,2,0,0,0,0,None,Middle,0,0,5,0,0,0,0,0,None,None,Hang,0,0,0,blue,
66,8280,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,1,0,0,blue,
56,5214,Right of Goal,1,0,0,0,0,0,0,None,Goal Zone,5,0,0,0,0,0,0,0,None,Light,Hang,0,0,1,blue,
57,8179,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,None,Hang,1,1,0,blue,
63,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Park,1,0,1,blue,
64,33,Inline with Goal,1,0,0,0,0,0,0,Opposing Trench,Auto Line,0,0,0,0,0,0,0,0,None,None,Hang,0,0,2,blue,
65,6742,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,blue,
66,5090,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,4,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
67,4758,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Hang,0,0,4,blue,
67,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,0,0,4,blue,
68,5214,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
69,94,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Hang,0,0,2,blue,
70,7692,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Alliance Trench,1,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
71,6120,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Goal Side Middle,0,4,0,0,0,0,0,0,None,None,None,1,0,1,blue,
72,33,Inline with Goal,1,0,0,3,0,0,0,Alliance Middle,Goal Side Middle,0,0,9,4,0,0,0,0,None,None,Hang,0,0,0,blue,
73,6013,Inline with Goal,1,0,0,3,0,0,0,None,Middle,0,0,2,0,0,0,0,0,None,None,Hang,0,0,1,blue,
74,5577,Right of Goal,0,0,0,2,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,Park,1,3,1,blue,
62,835,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,None,Park,1,0,0,red,
63,7716,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,red,
64,3096,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,13,0,0,0,0,0,0,0,None,None,None,1,0,1,red,
65,8179,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Hang,0,0,0,red,
66,4840,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Hang,0,0,0,red,
67,4130,Inline with Alliance Trench,1,0,0,5,0,0,0,Alliance Trench,Alliance Trench,0,0,12,0,0,0,0,0,None,None,Park,1,0,1,red,
68,2591,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,0,red,
69,1481,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,1,8,0,0,0,0,0,None,None,Hang,0,0,0,red,
70,5577,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,Light,Park,0,1,1,red,
71,2591,Inline with Goal,1,0,0,1,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,3,red,
72,573,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,7,0,0,0,0,0,None,None,Hang,1,3,1,red,
73,3538,Inline with Goal,1,0,0,3,2,0,0,Alliance Trench,Alliance Trench,0,0,9,0,0,0,0,0,None,None,Hang,0,0,0,red,
74,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,None,0,0,0,red,
75,4758,Inline with Goal,1,0,0,0,0,0,0,None,Middle,2,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
76,3096,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,12,0,0,0,0,0,0,0,None,None,None,0,1,0,red,
56,3538,Right of Goal,1,0,0,3,3,0,0,None,Alliance Trench,0,0,25,0,0,0,0,0,None,Light,Hang,1,0,1,red,
57,7716,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,1,0,1,red,
58,7191,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
59,573,Inline with Goal,1,0,0,1,0,0,0,None,Goal Side Middle,0,0,4,0,0,0,0,0,None,Heavy,Hang,1,0,0,red,
60,5090,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,Light,Park,0,1,1,red,
